app_id,app_name,number_of_reviews,average_rating,pct_low_rating_reviews,first_review_date,most_recent_review_date
com.google.android.keep,Google Keep - Notes and lists,2000,3.713,27.200000000000003,2026-01-13 22:21:06,2026-02-06 12:08:40
